post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral,post_date,post_time,followers,engagement_level,follower_category,creator_id
875,LinkedIn,video,Travel,ES,UK,"2025-07-22 09:57:00","#Wanderlust #Tourism #ExploreMore #Adventure #Journey #Travel",0.03,28249,2148,826,330,0.117,1,2025-07-22,09:57:00,1170,LOW,SMALL,5
876,LinkedIn,video,Sports,HI,UK,"2025-07-11 15:56:00","#Training #Basketball #Sports #Football #Fitness #Workout #Cricket",-0.22,32421,526,202,81,0.025,0,2025-07-11,15:56:00,250,LOW,SMALL,5
877,LinkedIn,image,Business,UR,AU,"2025-03-26 09:47:00","#Leadership #StartupLife #BusinessTips #CareerGrowth #Hustle #Entrepreneur",0.64,41168,2106,810,324,0.0787,0,2025-03-26,09:47:00,787,LOW,SMALL,5
878,LinkedIn,poll,Education,UR,DE,"2025-01-27 18:56:00","#StudyTips #Certification #Learning #Knowledge #AcademicSuccess #Education",-0.66,44294,2110,811,324,0.0733,0,2025-01-27,18:56:00,733,LOW,SMALL,5
879,LinkedIn,image,Sports,ES,BR,"2025-02-17 08:14:00","#Sports #Football #Training",-0.82,38309,739,284,113,0.0297,0,2025-02-17,08:14:00,297,LOW,SMALL,5
880,LinkedIn,video,Health,UR,BR,"2025-01-01 05:02:00","#Nutrition #MentalHealth #Health #HealthTips #Wellness",-0.85,45080,1513,582,232,0.0517,0,2025-01-01,05:02:00,517,LOW,SMALL,5
881,LinkedIn,article,Travel,DE,CA,"2025-07-10 08:35:00","#Journey #Wanderlust #ExploreMore #Tourism #Travel #Adventure",0.19,17075,499,192,76,0.045,0,2025-07-10,08:35:00,450,LOW,SMALL,5
882,LinkedIn,article,Health,JA,UK,"2025-06-18 09:46:00","#Health #HealthTips #Fitness #Wellness #Nutrition #MentalHealth",0.91,15349,1372,527,211,0.1376,1,2025-06-18,09:46:00,1376,LOW,SMALL,5
883,LinkedIn,video,Travel,ES,IN,"2025-12-24 14:47:00","#Tourism #ExploreMore #Wanderlust #Adventure #Travel #Journey",0.69,44442,928,357,142,0.0321,0,2025-12-24,14:47:00,320,LOW,SMALL,5
884,LinkedIn,image,Technology,PT,FR,"2025-08-10 15:21:00","#AI #DataScience #MachineLearning #TechTrends #Innovation",-0.64,15026,477,183,73,0.0489,0,2025-08-10,15:21:00,489,LOW,SMALL,5
885,LinkedIn,video,Lifestyle,FR,CA,"2025-03-26 14:24:00","#Lifestyle #MindfulLiving #Wellness",-0.2,36413,1398,537,215,0.0591,0,2025-03-26,14:24:00,591,LOW,SMALL,5
886,LinkedIn,article,Sports,EN,US,"2025-08-30 10:53:00","#Workout #Training #Football #Sports #Basketball",0.59,7551,137,53,21,0.0281,0,2025-08-30,10:53:00,281,LOW,SMALL,5
887,LinkedIn,poll,Entertainment,EN,CA,"2025-01-01 06:10:00","#ShowBiz #FollowForMore #Entertainment #Trending #MovieTime #Viral",0.72,41156,1575,606,242,0.0589,0,2025-01-01,06:10:00,589,LOW,SMALL,5
888,LinkedIn,article,Travel,UR,MX,"2025-11-26 16:31:00","#Adventure #Wanderlust #Travel #Journey #ExploreMore #Tourism",0.89,24511,2324,894,357,0.1459,1,2025-11-26,16:31:00,1459,LOW,SMALL,5
889,LinkedIn,image,Lifestyle,PT,FR,"2025-05-01 09:20:00","#DailyLife #Positivity #MindfulLiving #Motivation",0.45,39514,3133,1205,482,0.122,1,2025-05-01,09:20:00,1220,LOW,SMALL,5
890,LinkedIn,video,Entertainment,JA,MX,"2025-03-18 09:21:00","#Trending #Funny #Viral #FollowForMore #MovieTime #ShowBiz #Entertainment",-0.4,45016,1936,744,297,0.0662,0,2025-03-18,09:21:00,662,LOW,SMALL,5
891,LinkedIn,poll,Lifestyle,FR,JP,"2025-12-02 10:12:00","#Lifestyle #MindfulLiving #Wellness #DailyLife #Motivation",0.7,44144,4050,1557,623,0.1412,1,2025-12-02,10:12:00,1412,LOW,SMALL,5
892,LinkedIn,image,Travel,ES,DE,"2025-12-29 14:55:00","#Adventure #Travel #Journey #Tourism #Wanderlust #ExploreMore",0.99,10710,218,84,33,0.0314,0,2025-12-29,14:55:00,314,LOW,SMALL,5
893,LinkedIn,video,Business,JA,UK,"2025-04-14 13:49:00","#Hustle #StartupLife #Leadership",-0.01,1179,22,8,3,0.0304,0,2025-04-14,13:49:00,304,LOW,SMALL,5
894,LinkedIn,poll,Business,FR,MX,"2025-06-20 23:32:00","#Leadership #CareerGrowth #Entrepreneur #Hustle #BusinessTips",0.83,36856,1466,564,225,0.0612,0,2025-06-20,23:32:00,612,LOW,SMALL,5
895,LinkedIn,carousel,Technology,UR,DE,"2025-01-10 09:53:00","#TechTrends #Innovation #CodingLife #MachineLearning #Programming #AI",0.58,43733,3511,1350,540,0.1235,1,2025-01-10,09:53:00,1235,LOW,SMALL,5
896,LinkedIn,video,Food,UR,FR,"2025-05-16 10:14:00","#Foodie #Recipe #Food #MustTry #FoodBlog #Cooking",-0.06,36818,2678,1030,412,0.1119,1,2025-05-16,10:14:00,1119,LOW,SMALL,5
897,LinkedIn,article,Fashion,UR,CA,"2025-12-06 10:42:00","#OOTD #Fashion #Style #TrendingStyle #Lookbook #FashionTips",0.52,45897,2170,834,333,0.0728,0,2025-12-06,10:42:00,728,LOW,SMALL,5
898,LinkedIn,image,Business,JA,US,"2025-02-20 14:42:00","#Hustle #StartupLife #CareerGrowth #BusinessTips #Entrepreneur",0.5,7396,533,205,82,0.111,1,2025-02-20,14:42:00,1110,LOW,SMALL,5
899,LinkedIn,image,Lifestyle,HI,IN,"2025-03-21 00:04:00","#DailyLife #Lifestyle #Positivity #MindfulLiving #Wellness",0.9,36035,1978,761,304,0.0845,1,2025-03-21,00:04:00,845,LOW,SMALL,5
900,LinkedIn,article,Travel,UR,IN,"2025-07-02 11:24:00","#ExploreMore #Wanderlust #Travel #Journey",0.2,6663,546,210,84,0.1264,1,2025-07-02,11:24:00,1264,LOW,SMALL,5
901,LinkedIn,video,Sports,DE,MX,"2025-09-25 17:30:00","#Football #Sports #Training #Basketball #Fitness #Workout #Cricket",0.51,42778,2190,842,337,0.0788,0,2025-09-25,17:30:00,788,LOW,SMALL,5
902,LinkedIn,poll,Entertainment,FR,JP,"2025-10-13 12:41:00","#Viral #Entertainment #MovieTime #FollowForMore #Funny",0.61,44553,3884,1494,597,0.1341,1,2025-10-13,12:41:00,1341,LOW,SMALL,5
903,LinkedIn,image,Health,EN,DE,"2025-08-26 09:33:00","#Health #HealthTips #Wellness #MentalHealth #Fitness #Nutrition",0.89,42817,1823,701,280,0.0655,0,2025-08-26,09:33:00,655,LOW,SMALL,5
904,LinkedIn,image,Fashion,PT,UK,"2025-01-20 01:42:00","#Lookbook #OOTD #TrendingStyle #Fashion",0.91,5875,570,219,87,0.1496,1,2025-01-20,01:42:00,1496,LOW,SMALL,5
905,LinkedIn,image,Entertainment,JA,UK,"2025-06-03 09:20:00","#MovieTime #Entertainment #Viral #ShowBiz",0.46,18314,1311,504,201,0.1102,1,2025-06-03,09:20:00,1102,LOW,SMALL,5
906,LinkedIn,image,Entertainment,ES,CA,"2025-04-19 09:03:00","#Trending #Funny #MovieTime #Entertainment #ShowBiz",0.75,46251,2747,1056,422,0.0914,1,2025-04-19,09:03:00,914,LOW,SMALL,5
907,LinkedIn,poll,Lifestyle,HI,FR,"2025-01-21 15:42:00","#Motivation #Lifestyle #DailyLife #Wellness #MindfulLiving",-0.47,8001,487,187,75,0.0938,1,2025-01-21,15:42:00,938,LOW,SMALL,5
908,LinkedIn,article,Travel,DE,FR,"2025-10-05 10:35:00","#Travel #Wanderlust #Adventure #Journey",0.74,7807,514,198,79,0.1015,1,2025-10-05,10:35:00,1015,LOW,SMALL,5
909,LinkedIn,article,Travel,FR,MX,"2025-03-28 21:15:00","#Travel #ExploreMore #Wanderlust #Tourism #Journey #Adventure",0.44,14828,887,341,136,0.0921,1,2025-03-28,21:15:00,921,LOW,SMALL,5
910,LinkedIn,carousel,Business,UR,DE,"2025-03-11 15:18:00","#Entrepreneur #Leadership #BusinessTips #StartupLife #Hustle",0.76,1095,102,39,15,0.1446,1,2025-03-11,15:18:00,1446,LOW,SMALL,5
911,LinkedIn,carousel,Food,FR,UK,"2025-12-20 10:37:00","#MustTry #Foodie #FoodBlog",-0.08,17383,1041,400,160,0.0922,1,2025-12-20,10:37:00,922,LOW,SMALL,5
912,LinkedIn,article,Health,ES,BR,"2025-05-22 18:41:00","#Nutrition #Health #HealthTips #Wellness",0.52,10462,272,104,41,0.0401,0,2025-05-22,18:41:00,400,LOW,SMALL,5
913,LinkedIn,article,Education,DE,FR,"2025-07-13 21:28:00","#Education #Certification #AcademicSuccess #StudyTips #Knowledge #Learning",0.23,44404,1365,525,210,0.0473,0,2025-07-13,21:28:00,473,LOW,SMALL,5
914,LinkedIn,carousel,Lifestyle,PT,US,"2025-05-10 15:03:00","#MindfulLiving #Positivity #Motivation",0.47,19822,500,192,77,0.0389,0,2025-05-10,15:03:00,388,LOW,SMALL,5
915,LinkedIn,image,Sports,PT,US,"2025-08-31 16:37:00","#Football #Training #Fitness #Basketball #Sports #Cricket",0.28,18671,473,182,72,0.0391,0,2025-08-31,16:37:00,391,LOW,SMALL,5
916,LinkedIn,video,Travel,ES,US,"2025-05-01 12:35:00","#Journey #Adventure #Travel #ExploreMore #Wanderlust #Tourism",0.56,44141,2400,923,369,0.0837,1,2025-05-01,12:35:00,837,LOW,SMALL,5
917,LinkedIn,image,Health,EN,IN,"2025-10-18 03:57:00","#Fitness #Wellness #HealthTips #Nutrition #MentalHealth",-1,2282,54,21,8,0.0369,0,2025-10-18,03:57:00,369,LOW,SMALL,5
918,LinkedIn,poll,Health,DE,US,"2025-09-04 09:19:00","#MentalHealth #Fitness #HealthTips #Nutrition #Health #Wellness",0.98,38041,2444,940,376,0.0989,1,2025-09-04,09:19:00,989,LOW,SMALL,5
919,LinkedIn,article,Health,JA,CA,"2025-04-11 10:54:00","#Fitness #MentalHealth #Wellness #Nutrition #HealthTips",0.66,37859,637,245,98,0.0259,0,2025-04-11,10:54:00,259,LOW,SMALL,5
920,LinkedIn,article,Entertainment,ES,BR,"2025-07-30 06:26:00","#MovieTime #Entertainment #ShowBiz #FollowForMore #Trending #Funny #Viral",-0.09,7347,109,42,16,0.023,0,2025-07-30,06:26:00,230,LOW,SMALL,5
921,LinkedIn,article,Food,PT,IN,"2025-05-24 14:05:00","#Foodie #FoodBlog #Food #Recipe #MustTry",0.07,42229,3189,1226,490,0.1162,1,2025-05-24,14:05:00,1162,LOW,SMALL,5
922,LinkedIn,video,Technology,JA,UK,"2025-10-05 09:52:00","#Programming #TechTrends #DataScience #AI",0.75,38727,1472,566,226,0.0585,0,2025-10-05,09:52:00,585,LOW,SMALL,5
923,LinkedIn,carousel,Education,DE,JP,"2025-10-12 00:06:00","#AcademicSuccess #Learning #Knowledge #Certification #StudyTips #Education",0.43,12756,370,142,57,0.0447,0,2025-10-12,00:06:00,446,LOW,SMALL,5
924,LinkedIn,video,Business,ES,UK,"2025-08-24 15:39:00","#BusinessTips #Hustle #Entrepreneur #CareerGrowth",0.93,20634,1774,682,273,0.1323,1,2025-08-24,15:39:00,1323,LOW,SMALL,5
925,LinkedIn,carousel,Sports,HI,MX,"2025-08-31 10:02:00","#Fitness #Workout #Basketball #Sports #Cricket #Football #Training",0.65,29483,982,378,151,0.0513,0,2025-08-31,10:02:00,513,LOW,SMALL,5
926,LinkedIn,video,Lifestyle,DE,JP,"2025-03-22 19:42:00","#DailyLife #Positivity #Wellness #Lifestyle #MindfulLiving #Motivation",0.76,49065,3909,1503,601,0.1226,1,2025-03-22,19:42:00,1226,LOW,SMALL,5
927,LinkedIn,article,Business,PT,UK,"2025-07-12 14:55:00","#BusinessTips #Entrepreneur #Hustle #CareerGrowth #StartupLife #Leadership",0.79,47691,3595,1382,553,0.116,1,2025-07-12,14:55:00,1160,LOW,SMALL,5
928,LinkedIn,video,Technology,ES,AU,"2025-04-29 07:32:00","#Innovation #AI #MachineLearning #CodingLife #Programming #TechTrends #DataScience",0.73,12685,245,94,37,0.0297,0,2025-04-29,07:32:00,297,LOW,SMALL,5
929,LinkedIn,carousel,Business,ES,BR,"2025-12-24 16:39:00","#BusinessTips #CareerGrowth #Hustle #StartupLife #Entrepreneur #Leadership",0.57,23130,404,155,62,0.0269,0,2025-12-24,16:39:00,269,LOW,SMALL,5
930,LinkedIn,article,Technology,EN,US,"2025-02-12 09:44:00","#TechTrends #AI #Programming #DataScience",0.78,40640,735,283,113,0.0279,0,2025-02-12,09:44:00,279,LOW,SMALL,5
931,LinkedIn,video,Education,DE,FR,"2025-12-11 14:16:00","#Learning #AcademicSuccess #Education #Knowledge",0.72,19820,1082,416,166,0.084,1,2025-12-11,14:16:00,840,LOW,SMALL,5
932,LinkedIn,article,Sports,ES,UK,"2025-09-14 01:24:00","#Sports #Cricket #Basketball #Workout #Training #Football",0.4,18123,1431,550,220,0.1216,1,2025-09-14,01:24:00,1216,LOW,SMALL,5
933,LinkedIn,carousel,Education,DE,IN,"2025-07-05 08:09:00","#StudyTips #AcademicSuccess #Learning #Certification #Education #Knowledge",0.06,22079,832,320,128,0.058,0,2025-07-05,08:09:00,580,LOW,SMALL,5
934,LinkedIn,article,Education,UR,MX,"2025-10-23 09:45:00","#Certification #StudyTips #Learning",0.54,40459,3226,1241,496,0.1227,1,2025-10-23,09:45:00,1227,LOW,SMALL,5
935,LinkedIn,poll,Travel,DE,US,"2025-11-16 16:08:00","#Travel #Wanderlust #Journey",-0.22,17568,1103,424,169,0.0967,1,2025-11-16,16:08:00,966,LOW,SMALL,5
936,LinkedIn,article,Fashion,EN,UK,"2025-11-17 20:35:00","#TrendingStyle #Style #FashionTips #Lookbook #Fashion #OOTD",0.55,45105,906,348,139,0.0309,0,2025-11-17,20:35:00,309,LOW,SMALL,5
937,LinkedIn,carousel,Food,UR,MX,"2025-09-25 14:19:00","#Food #Foodie #Recipe #Cooking",0.83,35624,1824,701,280,0.0788,0,2025-09-25,14:19:00,788,LOW,SMALL,5
938,LinkedIn,article,Lifestyle,UR,IN,"2025-08-25 12:40:00","#DailyLife #Motivation #Wellness #MindfulLiving #Lifestyle #Positivity",0.54,45286,1946,748,299,0.0661,0,2025-08-25,12:40:00,661,LOW,SMALL,5
939,LinkedIn,poll,Sports,UR,BR,"2025-01-12 15:19:00","#Training #Football #Workout #Sports #Basketball #Cricket",0.73,33831,1926,741,296,0.0876,1,2025-01-12,15:19:00,876,LOW,SMALL,5
940,LinkedIn,image,Education,ES,JP,"2025-11-09 01:44:00","#Learning #Knowledge #Certification #Education #StudyTips",0.53,24269,720,277,110,0.0457,0,2025-11-09,01:44:00,457,LOW,SMALL,5
941,LinkedIn,poll,Lifestyle,DE,IN,"2025-07-22 04:06:00","#Lifestyle #Wellness #Positivity",0.83,9111,550,211,84,0.093,1,2025-07-22,04:06:00,930,LOW,SMALL,5
942,LinkedIn,poll,Business,FR,CA,"2025-02-16 06:13:00","#CareerGrowth #StartupLife #Entrepreneur #BusinessTips",0.23,48406,930,358,143,0.0296,0,2025-02-16,06:13:00,296,LOW,SMALL,5
943,LinkedIn,article,Food,JA,DE,"2025-07-19 15:46:00","#Food #MustTry #Foodie #FoodBlog #Cooking #Recipe",0.6,28198,674,259,103,0.0368,0,2025-07-19,15:46:00,368,LOW,SMALL,5
944,LinkedIn,video,Food,EN,BR,"2025-12-19 15:44:00","#Cooking #MustTry #Food #FoodBlog #Foodie #Recipe",0.14,26674,1025,394,157,0.0592,0,2025-12-19,15:44:00,592,LOW,SMALL,5
945,LinkedIn,image,Sports,EN,IN,"2025-06-09 03:33:00","#Training #Cricket #Football #Sports #Workout #Fitness #Basketball",0.72,23475,1925,740,296,0.1262,1,2025-06-09,03:33:00,1262,LOW,SMALL,5
946,LinkedIn,poll,Sports,PT,BR,"2025-03-29 05:38:00","#Cricket #Fitness #Sports #Workout #Basketball #Football #Training",0.45,17721,1482,570,228,0.1287,1,2025-03-29,05:38:00,1287,LOW,SMALL,5
947,LinkedIn,image,Sports,PT,US,"2025-07-07 10:31:00","#Basketball #Training #Sports #Cricket #Workout #Football",0.91,3762,355,136,54,0.1456,1,2025-07-07,10:31:00,1456,LOW,SMALL,5
948,LinkedIn,article,Fashion,FR,DE,"2025-07-19 09:24:00","#Lookbook #TrendingStyle #Fashion #Style",-0.81,12502,594,228,91,0.0732,0,2025-07-19,09:24:00,732,LOW,SMALL,5
949,LinkedIn,image,Education,DE,US,"2025-08-09 10:36:00","#StudyTips #Certification #AcademicSuccess",0.12,10345,572,220,88,0.0851,1,2025-08-09,10:36:00,851,LOW,SMALL,5
950,LinkedIn,poll,Lifestyle,UR,US,"2025-03-01 09:28:00","#Motivation #MindfulLiving #DailyLife #Positivity",0.26,49277,3775,1452,580,0.1179,1,2025-03-01,09:28:00,1179,LOW,SMALL,5
951,LinkedIn,video,Health,EN,BR,"2025-04-30 19:07:00","#Health #Fitness #MentalHealth",0.41,4112,211,81,32,0.0794,0,2025-04-30,19:07:00,794,LOW,SMALL,5
952,LinkedIn,poll,Food,HI,UK,"2025-05-27 09:28:00","#FoodBlog #Foodie #Recipe #Cooking #MustTry",0.09,25632,1829,703,281,0.1098,1,2025-05-27,09:28:00,1098,LOW,SMALL,5
953,LinkedIn,image,Fashion,JA,IN,"2025-09-25 14:24:00","#FashionTips #Style #Lookbook #TrendingStyle #Fashion #OOTD",0.7,21289,1288,495,198,0.0931,1,2025-09-25,14:24:00,931,LOW,SMALL,5
954,LinkedIn,video,Sports,FR,IN,"2025-04-05 07:49:00","#Training #Basketball #Workout #Sports",0.82,37563,2046,787,314,0.0839,1,2025-04-05,07:49:00,839,LOW,SMALL,5
955,LinkedIn,carousel,Entertainment,JA,FR,"2025-01-16 05:13:00","#Funny #MovieTime #Viral #ShowBiz #FollowForMore",0.76,24711,1676,644,257,0.1044,1,2025-01-16,05:13:00,1044,LOW,SMALL,5
956,LinkedIn,poll,Sports,EN,UK,"2025-01-02 13:07:00","#Workout #Cricket #Training #Basketball",0.73,10649,510,196,78,0.0739,0,2025-01-02,13:07:00,738,LOW,SMALL,5
957,LinkedIn,image,Fashion,ES,FR,"2025-12-05 15:24:00","#TrendingStyle #Fashion #Style #FashionTips #Lookbook",-0.15,45936,3085,1186,474,0.1034,1,2025-12-05,15:24:00,1034,LOW,SMALL,5
958,LinkedIn,video,Fashion,DE,CA,"2025-06-22 03:53:00","#OOTD #TrendingStyle #Style #Fashion",0.86,34359,1325,509,203,0.0594,0,2025-06-22,03:53:00,594,LOW,SMALL,5
959,LinkedIn,article,Technology,ES,JP,"2025-04-25 15:25:00","#AI #Programming #CodingLife #TechTrends #DataScience #Innovation",0.8,41100,1771,681,272,0.0663,0,2025-04-25,15:25:00,663,LOW,SMALL,5
960,LinkedIn,article,Technology,HI,FR,"2025-09-28 14:18:00","#Innovation #AI #DataScience #CodingLife #MachineLearning #Programming #TechTrends",0.06,39172,2978,1145,458,0.117,1,2025-09-28,14:18:00,1170,LOW,SMALL,5
961,LinkedIn,carousel,Sports,EN,DE,"2025-04-23 08:57:00","#Basketball #Training #Cricket #Football #Fitness #Sports",0.97,10157,789,303,121,0.1195,1,2025-04-23,08:57:00,1195,LOW,SMALL,5
962,LinkedIn,carousel,Sports,ES,DE,"2025-01-10 09:55:00","#Workout #Training #Basketball #Cricket #Sports #Football",0.96,5377,436,167,67,0.1248,1,2025-01-10,09:55:00,1248,LOW,SMALL,5
963,LinkedIn,image,Technology,PT,AU,"2025-12-12 09:12:00","#TechTrends #MachineLearning #AI #CodingLife",-0.72,47852,2756,1060,424,0.0886,1,2025-12-12,09:12:00,886,LOW,SMALL,5
964,LinkedIn,video,Education,PT,IN,"2025-08-28 09:00:00","#Education #Learning #AcademicSuccess #Knowledge",0.63,15343,1126,433,173,0.113,1,2025-08-28,09:00:00,1130,LOW,SMALL,5
965,LinkedIn,video,Fashion,DE,MX,"2025-08-28 14:07:00","#Style #TrendingStyle #Fashion #OOTD",0.58,39833,757,291,116,0.0293,0,2025-08-28,14:07:00,293,LOW,SMALL,5
966,LinkedIn,video,Food,DE,US,"2025-03-14 09:02:00","#Recipe #Cooking #FoodBlog",-0.79,14427,630,242,97,0.0673,0,2025-03-14,09:02:00,673,LOW,SMALL,5
967,LinkedIn,article,Health,JA,AU,"2025-02-25 14:50:00","#Nutrition #HealthTips #Wellness #Health #Fitness #MentalHealth",0.12,33215,2447,941,376,0.1134,1,2025-02-25,14:50:00,1134,LOW,SMALL,5
968,LinkedIn,poll,Fashion,ES,IN,"2025-11-18 15:36:00","#OOTD #TrendingStyle #FashionTips #Fashion #Style #Lookbook",0.07,8535,593,228,91,0.107,1,2025-11-18,15:36:00,1070,LOW,SMALL,5
969,LinkedIn,video,Fashion,DE,FR,"2025-01-15 15:01:00","#Lookbook #FashionTips #TrendingStyle #Style #Fashion #OOTD",0.44,33536,1075,413,165,0.0493,0,2025-01-15,15:01:00,492,LOW,SMALL,5
970,LinkedIn,carousel,Fashion,ES,US,"2025-07-06 12:09:00","#Lookbook #Style #FashionTips",0.61,45163,1247,479,191,0.0425,0,2025-07-06,12:09:00,425,LOW,SMALL,5
971,LinkedIn,carousel,Education,EN,DE,"2025-10-04 03:16:00","#AcademicSuccess #Education #Learning #Knowledge #StudyTips #Certification",-0.88,38215,1092,420,168,0.044,0,2025-10-04,03:16:00,440,LOW,SMALL,5
972,LinkedIn,carousel,Food,EN,AU,"2025-10-30 14:27:00","#FoodBlog #MustTry #Cooking #Recipe #Food #Foodie",0.95,22684,1891,727,291,0.1283,1,2025-10-30,14:27:00,1283,LOW,SMALL,5
973,LinkedIn,poll,Business,PT,CA,"2025-12-21 14:08:00","#Leadership #StartupLife #BusinessTips #Hustle #CareerGrowth",0.67,36762,2029,780,312,0.085,1,2025-12-21,14:08:00,850,LOW,SMALL,5
974,LinkedIn,article,Travel,HI,DE,"2025-04-02 15:24:00","#Adventure #ExploreMore #Journey #Travel #Tourism #Wanderlust",0.45,41240,801,308,123,0.0299,0,2025-04-02,15:24:00,299,LOW,SMALL,5
975,LinkedIn,carousel,Travel,JA,FR,"2025-10-05 15:31:00","#Adventure #Journey #Wanderlust #Tourism #Travel #ExploreMore",-0.97,43159,1456,560,224,0.0519,0,2025-10-05,15:31:00,519,LOW,SMALL,5
976,LinkedIn,poll,Technology,PT,MX,"2025-12-16 07:03:00","#DataScience #AI #Programming #TechTrends #MachineLearning #Innovation #CodingLife",0.42,9180,247,95,38,0.0414,0,2025-12-16,07:03:00,414,LOW,SMALL,5
977,LinkedIn,poll,Sports,DE,DE,"2025-05-18 15:37:00","#Fitness #Training #Football #Cricket #Sports #Basketball",0.48,35911,2508,964,385,0.1075,1,2025-05-18,15:37:00,1075,LOW,SMALL,5
978,LinkedIn,image,Health,FR,BR,"2025-10-07 18:21:00","#Wellness #Fitness #Health #HealthTips #Nutrition #MentalHealth",0.6,32673,946,364,145,0.0446,0,2025-10-07,18:21:00,446,LOW,SMALL,5
979,LinkedIn,image,Health,ES,CA,"2025-03-29 10:14:00","#HealthTips #Nutrition #Fitness #Health #MentalHealth",0.27,7960,424,163,65,0.0821,1,2025-03-29,10:14:00,821,LOW,SMALL,5
980,LinkedIn,carousel,Education,DE,US,"2025-11-27 14:54:00","#Knowledge #Learning #Certification #Education #StudyTips #AcademicSuccess",0.52,42164,2607,1003,401,0.0952,1,2025-11-27,14:54:00,952,LOW,SMALL,5
981,LinkedIn,poll,Food,HI,IN,"2025-09-04 10:12:00","#MustTry #Cooking #Foodie #Recipe #Food #FoodBlog",-0.09,21157,385,148,59,0.028,0,2025-09-04,10:12:00,280,LOW,SMALL,5
982,LinkedIn,image,Travel,HI,DE,"2025-06-17 10:11:00","#ExploreMore #Adventure #Tourism #Journey #Travel",0.66,21795,416,160,64,0.0294,0,2025-06-17,10:11:00,294,LOW,SMALL,5
983,LinkedIn,poll,Lifestyle,ES,IN,"2025-05-26 02:49:00","#DailyLife #Positivity #Wellness #Motivation #Lifestyle",0.71,37797,774,298,119,0.0316,0,2025-05-26,02:49:00,316,LOW,SMALL,5
984,LinkedIn,video,Travel,EN,UK,"2025-07-04 14:10:00","#Wanderlust #ExploreMore #Tourism #Adventure",0.59,39244,2120,815,326,0.0831,1,2025-07-04,14:10:00,830,LOW,SMALL,5
985,LinkedIn,carousel,Fashion,JA,UK,"2025-06-02 04:45:00","#FashionTips #OOTD #Lookbook #TrendingStyle #Style",0.01,24836,1613,620,248,0.1,1,2025-06-02,04:45:00,1000,LOW,SMALL,5
986,LinkedIn,image,Food,UR,MX,"2025-09-15 09:51:00","#Recipe #Cooking #Food #MustTry #FoodBlog #Foodie",0.88,25412,1751,673,269,0.1061,1,2025-09-15,09:51:00,1061,LOW,SMALL,5
987,LinkedIn,poll,Business,HI,BR,"2025-03-09 03:20:00","#BusinessTips #Entrepreneur #Hustle #Leadership #StartupLife",0.71,42511,2791,1073,429,0.101,1,2025-03-09,03:20:00,1010,LOW,SMALL,5
988,LinkedIn,poll,Sports,HI,UK,"2025-06-05 15:37:00","#Workout #Basketball #Fitness #Training #Football #Sports #Cricket",0.78,29905,2204,848,339,0.1134,1,2025-06-05,15:37:00,1134,LOW,SMALL,5
989,LinkedIn,image,Health,ES,US,"2025-03-08 10:18:00","#Health #HealthTips #Wellness #Nutrition",0.2,7937,512,197,78,0.0993,1,2025-03-08,10:18:00,993,LOW,SMALL,5
990,LinkedIn,video,Entertainment,ES,BR,"2025-11-07 09:19:00","#Entertainment #ShowBiz #FollowForMore #MovieTime #Funny #Trending #Viral",0.5,48025,2702,1039,415,0.0866,1,2025-11-07,09:19:00,866,LOW,SMALL,5
991,LinkedIn,image,Technology,ES,JP,"2025-07-26 09:29:00","#Programming #MachineLearning #DataScience #TechTrends",0.56,24801,1434,551,220,0.089,1,2025-07-26,09:29:00,890,LOW,SMALL,5
992,LinkedIn,image,Travel,ES,FR,"2025-03-21 01:09:00","#Travel #ExploreMore #Tourism #Adventure #Journey #Wanderlust",0.73,12904,938,361,144,0.1119,1,2025-03-21,01:09:00,1119,LOW,SMALL,5
993,LinkedIn,article,Travel,ES,IN,"2025-08-23 06:50:00","#Journey #Adventure #ExploreMore #Travel #Tourism #Wanderlust",0.75,38150,3370,1296,518,0.1359,1,2025-08-23,06:50:00,1359,LOW,SMALL,5
994,LinkedIn,video,Health,ES,IN,"2025-08-07 21:37:00","#Nutrition #Fitness #Wellness",0.49,11915,466,179,71,0.0602,0,2025-08-07,21:37:00,602,LOW,SMALL,5
995,LinkedIn,image,Business,FR,DE,"2025-10-12 08:07:00","#Hustle #CareerGrowth #Leadership #BusinessTips #StartupLife #Entrepreneur",0.97,38423,1717,660,264,0.0688,0,2025-10-12,08:07:00,688,LOW,SMALL,5
996,LinkedIn,image,Food,JA,CA,"2025-03-01 15:52:00","#Recipe #Food #Foodie #Cooking #FoodBlog #MustTry",0.43,17153,1090,419,167,0.0979,1,2025-03-01,15:52:00,979,LOW,SMALL,5
997,LinkedIn,poll,Travel,JA,IN,"2025-04-20 14:37:00","#ExploreMore #Adventure #Journey #Travel #Wanderlust #Tourism",0.62,48789,3725,1432,573,0.1175,1,2025-04-20,14:37:00,1175,LOW,SMALL,5
